"Var1"	"Freq"
"1004"	"CYCS"	2
"1005"	"CYP1A2"	2
"1006"	"CYP1B1"	2
"1007"	"CYP2B6"	2
"1008"	"CYP2C19"	2
"1009"	"CYP3A4"	2
"1010"	"DAB2"	2
"1011"	"DAPK2"	2
"1012"	"DCAF6"	2
"1013"	"DCC"	2
"1014"	"DCK"	2
"1015"	"DCLK1"	2
"1016"	"DDAH2"	2
"1017"	"DDIT3"	2
"1018"	"DDIT4"	2
"1019"	"DDX5"	2
"1020"	"DIABLO"	2
"1021"	"DICER1"	2
"1022"	"DIO2"	2
"1023"	"DIRAS3"	2
"1024"	"DLL3"	2
"1025"	"DNA2"	2
"1026"	"DNAH8"	2
"1027"	"DNAH9"	2
"1028"	"DNAJB4"	2
"1029"	"DOT1L"	2
"1030"	"DUOX2"	2
"1031"	"DVL2"	2
"1032"	"DVL3"	2
"1033"	"DYM"	2
"1034"	"E2F8"	2
"1035"	"EGLN1"	2
"1036"	"EGLN2"	2
"1037"	"EGR1"	2
"1038"	"EIF2A"	2
"1039"	"EIF2AK2"	2
"1040"	"EIF3A"	2
"1041"	"ELF2"	2
"1042"	"ELN"	2
"1043"	"ENDOU"	2
"1044"	"EPCAM"	2
"1045"	"EPHA3"	2
"1046"	"EPHA4"	2
"1047"	"ERG"	2
"1048"	"ERP29"	2
"1049"	"FANCA"	2
"1050"	"FASN"	2
"1051"	"FCER1A"	2
"1052"	"FLNA"	2
"1053"	"FOSL1"	2
"1054"	"FSD1L"	2
"1055"	"FTO"	2
"1056"	"FUT4"	2
"1057"	"FZD6"	2
"1058"	"GABARAP"	2
"1059"	"GABARAPL1"	2
"1060"	"GABBR1"	2
"1061"	"GAK"	2
"1062"	"GANAB"	2
"1063"	"GAS1"	2
"1064"	"GATA6"	2
"1065"	"GCLC"	2
"1066"	"GDF15"	2
"1067"	"GFAP"	2
"1068"	"GGNBP2"	2
"1069"	"GGT1"	2
"1070"	"GH1"	2
"1071"	"GHRH"	2
"1072"	"GHRHR"	2
"1073"	"GIP"	2
"1074"	"GJB2"	2
"1075"	"GJB3"	2
"1076"	"GJB6"	2
"1077"	"GJC3"	2
"1078"	"GLUL"	2
"1079"	"GMNN"	2
"1080"	"GNAO1"	2
"1081"	"GPS2"	2
"1082"	"GPX1"	2
"1083"	"GRB10"	2
"1084"	"GRIP1"	2
"1085"	"GSE1"	2
"1086"	"GSN"	2
"1087"	"GSR"	2
"1088"	"GSTA2"	2
"1089"	"GSTP1"	2
"1090"	"GSX2"	2
"1091"	"GTF2H2"	2
"1092"	"GYPE"	2
"1093"	"GZMM"	2
"1094"	"H2AFX"	2
"1095"	"HAMP"	2
"1096"	"HAS2"	2
"1097"	"HAT1"	2
"1098"	"HBG1"	2
"1099"	"HCN1"	2
"1100"	"HCN2"	2
"1101"	"HDAC1"	2
"1102"	"HDAC2"	2
"1103"	"HDAC3"	2
"1104"	"HDAC5"	2
"1105"	"HDAC7"	2
"1106"	"HES1"	2
"1107"	"HES5"	2
"1108"	"HK2"	2
"1109"	"HLA-G"	2
"1110"	"HNF1B"	2
"1111"	"HNF4A"	2
"1112"	"HP"	2
"1113"	"HPF1"	2
"1114"	"HPRT1"	2
"1115"	"HPSE"	2
"1116"	"HRH1"	2
"1117"	"HRH2"	2
"1118"	"HSBP1"	2
"1119"	"HSD11B2"	2
"1120"	"HSD17B12"	2
"1121"	"HSD17B13"	2
"1122"	"HSF2"	2
"1123"	"HSP90B1"	2
"1124"	"HSPA1A"	2
"1125"	"HSPA9"	2
"1126"	"HSPB8"	2
"1127"	"HUNK"	2
"1128"	"IBSP"	2
"1129"	"ICMT"	2
"1130"	"IER3"	2
"1131"	"IFNG"	2
"1132"	"IFNGR1"	2
"1133"	"IGBP1"	2
"1134"	"IGF2R"	2
"1135"	"IGFBP1"	2
"1136"	"IGFBP6"	2
"1137"	"IKBKB"	2
"1138"	"IL12B"	2
"1139"	"IL12RB1"	2
"1140"	"IL23A"	2
"1141"	"IL2RG"	2
"1142"	"IL3"	2
"1143"	"ILF2"	2
"1144"	"INSR"	2
"1145"	"INVS"	2
"1146"	"IQGAP1"	2
"1147"	"IQGAP2"	2
"1148"	"IRAK1"	2
"1149"	"IRAK3"	2
"1150"	"IRF1"	2
"1151"	"IRF6"	2
"1152"	"IRF9"	2
"1153"	"ITGA4"	2
"1154"	"ITGAL"	2
"1155"	"ITGAM"	2
"1156"	"JAK3"	2
"1157"	"JARID2"	2
"1158"	"JUNB"	2
"1159"	"KAT2A"	2
"1160"	"KAT2B"	2
"1161"	"KAT5"	2
"1162"	"KCNH2"	2
"1163"	"KEAP1"	2
"1164"	"KIR2DL4"	2
"1165"	"KLK10"	2
"1166"	"KLK4"	2
"1167"	"KLK6"	2
"1168"	"KRT14"	2
"1169"	"KRT19"	2
"1170"	"KRT78"	2
"1171"	"KTN1"	2
"1172"	"LAMC1"	2
"1173"	"LATS1"	2
"1174"	"LBP"	2
"1175"	"LDHA"	2
"1176"	"LDHB"	2
"1177"	"LGR5"	2
"1178"	"LILRB1"	2
"1179"	"LIN28A"	2
"1180"	"LIN28B"	2
"1181"	"LIPE"	2
"1182"	"LPA"	2
"1183"	"LPL"	2
"1184"	"LRP5"	2
"1185"	"LTB"	2
"1186"	"MAF"	2
"1187"	"MAML1"	2
"1188"	"MAOA"	2
"1189"	"MAP1LC3B2"	2
"1190"	"MAP2"	2
"1191"	"MAP2K1"	2
"1192"	"MAP3K11"	2
"1193"	"MAP3K12"	2
"1194"	"MAPK10"	2
"1195"	"MAPK12"	2
"1196"	"MARCKSL1"	2
"1197"	"MC3R"	2
"1198"	"MC5R"	2
"1199"	"MCL1"	2
"1200"	"MCM4"	2
"1201"	"MCU"	2
"1202"	"MDM4"	2
"1203"	"ME2"	2
"1204"	"MECP2"	2
"1205"	"MED27"	2
"1206"	"MGAT3"	2
"1207"	"MGST1"	2
"1208"	"MMP12"	2
"1209"	"MMP16"	2
"1210"	"MMP3"	2
"1211"	"MMP9"	2
"1212"	"MPHOSPH9"	2
"1213"	"MPO"	2
"1214"	"MPST"	2
"1215"	"MRE11"	2
"1216"	"MRO"	2
"1217"	"MS4A1"	2
"1218"	"MSI1"	2
"1219"	"MSN"	2
"1220"	"MT1X"	2
"1221"	"MT3"	2
"1222"	"MTRNR2L3"	2
"1223"	"MTRNR2L4"	2
"1224"	"MTX1"	2
"1225"	"MUC2"	2
"1226"	"MUC5B"	2
"1227"	"MUL1"	2
"1228"	"MYBL1"	2
"1229"	"MYC"	2
"1230"	"MYH6"	2
"1231"	"MYL3"	2
"1232"	"NAMPT"	2
"1233"	"NAT2"	2
"1234"	"NCAM1"	2
"1235"	"NCOA2"	2
"1236"	"NCR2"	2
"1237"	"NDUFA13"	2
"1238"	"NEDD4"	2
"1239"	"NEDD8"	2
"1240"	"NEDD9"	2
"1241"	"NFATC3"	2
"1242"	"NLRC4"	2
"1243"	"NMUR1"	2
"1244"	"NNMT"	2
"1245"	"NOMO1"	2
"1246"	"NOTCH1"	2
"1247"	"NPC1L1"	2
"1248"	"NPPB"	2
"1249"	"NR1H4"	2
"1250"	"NR2F6"	2
"1251"	"NR3C1"	2
"1252"	"NT5C2"	2
"1253"	"NTRK1"	2
"1254"	"NUDC"	2
"1255"	"NUMA1"	2
"1256"	"NUMB"	2
"1257"	"OGT"	2
"1258"	"OLR1"	2
"1259"	"ONECUT1"	2
"1260"	"OSCP1"	2
"1261"	"OSM"	2
"1262"	"P2RX2"	2
"1263"	"P2RY2"	2
"1264"	"PADI1"	2
"1265"	"PARG"	2
"1266"	"PARP2"	2
"1267"	"PAX3"	2
"1268"	"PC"	2
"1269"	"PCGF2"	2
"1270"	"PCNA"	2
"1271"	"PCSK2"	2
"1272"	"PDCD2"	2
"1273"	"PDCD6IP"	2
"1274"	"PDE10A"	2
"1275"	"PDE3B"	2
"1276"	"PDE8A"	2
"1277"	"PDGFRB"	2
"1278"	"PDIA6"	2
"1279"	"PDLIM5"	2
"1280"	"PDP1"	2
"1281"	"PDSS1"	2
"1282"	"PDZD3"	2
"1283"	"PGAM1"	2
"1284"	"PGR"	2
"1285"	"PGRMC1"	2
"1286"	"PHLPP1"	2
"1287"	"PI3"	2
"1288"	"PI4KA"	2
"1289"	"PIKFYVE"	2
"1290"	"PKD2"	2
"1291"	"PKLR"	2
"1292"	"PKM"	2
"1293"	"PLA2G2D"	2
"1294"	"PLA2G6"	2
"1295"	"PLAC8"	2
"1296"	"PLD2"	2
"1297"	"PLK2"	2
"1298"	"PLOD3"	2
"1299"	"PLSCR1"	2
"1300"	"PML"	2
"1301"	"PNMA2"	2
"1302"	"PNMA6A"	2
"1303"	"PNRC1"	2
"1304"	"POU2F2"	2
"1305"	"PPARA"	2
"1306"	"PPARG"	2
"1307"	"PRC1"	2
"1308"	"PRDX3"	2
"1309"	"PRDX4"	2
"1310"	"PRDX6"	2
"1311"	"PRIMA1"	2
"1312"	"PRKAA1"	2
"1313"	"PRKCA"	2
"1314"	"PRKCD"	2
"1315"	"PRKD1"	2
"1316"	"PRKDC"	2
"1317"	"PRKG1"	2
"1318"	"PRMT1"	2
"1319"	"PRMT2"	2
"1320"	"PRODH"	2
"1321"	"PROM1"	2
"1322"	"PROP1"	2
"1323"	"PRRC2A"	2
"1324"	"PRSS50"	2
"1325"	"PRX"	2
"1326"	"PTAFR"	2
"1327"	"PTBP1"	2
"1328"	"PTGDS"	2
"1329"	"PTH1R"	2
"1330"	"PTK2B"	2
"1331"	"PTPN11"	2
"1332"	"PTPN13"	2
"1333"	"PTPN6"	2
"1334"	"PYCARD"	2
"1335"	"RAC1"	2
"1336"	"RAD17"	2
"1337"	"RAF1"	2
"1338"	"RASA1"	2
"1339"	"RBFOX1"	2
"1340"	"RECQL4"	2
"1341"	"REG1B"	2
"1342"	"REXO1"	2
"1343"	"RHD"	2
"1344"	"RHEB"	2
"1345"	"RHOA"	2
"1346"	"RIF1"	2
"1347"	"RIPK2"	2
"1348"	"RNASE3"	2
"1349"	"RNF112"	2
"1350"	"RNF139"	2
"1351"	"RNF17"	2
"1352"	"RNPEP"	2
"1353"	"RPA2"	2
"1354"	"RPL36"	2
"1355"	"RPN2"	2
"1356"	"RPS6KA1"	2
"1357"	"RPS6KA3"	2
"1358"	"RPS6KA5"	2
"1359"	"RPSA"	2
"1360"	"RRM2"	2
"1361"	"RTKN"	2
"1362"	"RXRA"	2
"1363"	"RYR1"	2
"1364"	"S100A2"	2
"1365"	"S1PR2"	2
"1366"	"S1PR5"	2
"1367"	"SARDH"	2
"1368"	"SATB1"	2
"1369"	"SCD"	2
"1370"	"SCGB1A1"	2
"1371"	"SCN4A"	2
"1372"	"SCO2"	2
"1373"	"SDHB"	2
"1374"	"SEC23IP"	2
"1375"	"SELL"	2
"1376"	"SEMA3E"	2
"1377"	"SERPINA1"	2
"1378"	"SF1"	2
"1379"	"SFN"	2
"1380"	"SFRP5"	2
"1381"	"SFTPA1"	2
"1382"	"SFTPA2"	2
"1383"	"SGCB"	2
"1384"	"SGPL1"	2
"1385"	"SH2D1A"	2
"1386"	"SH3BP4"	2
"1387"	"SHARPIN"	2
"1388"	"SHBG"	2
"1389"	"SIRT2"	2
"1390"	"SIRT3"	2
"1391"	"SIRT6"	2
"1392"	"SKAP2"	2
"1393"	"SKIL"	2
"1394"	"SKP2"	2
"1395"	"SLAMF7"	2
"1396"	"SLC12A4"	2
"1397"	"SLC27A3"	2
"1398"	"SLC29A1"	2
"1399"	"SLC2A2"	2
"1400"	"SLC2A3"	2
"1401"	"SLC39A7"	2
"1402"	"SLC7A1"	2
"1403"	"SLC7A11"	2
"1404"	"SLC9A1"	2
"1405"	"SLCO1A2"	2
"1406"	"SLCO1B3"	2
"1407"	"SLCO2B1"	2
"1408"	"SLIT2"	2
"1409"	"SLPI"	2
"1410"	"SMAD2"	2
"1411"	"SMAD3"	2
"1412"	"SMAD5"	2
"1413"	"SMAD7"	2
"1414"	"SMARCA2"	2
"1415"	"SMARCA4"	2
"1416"	"SMG1"	2
"1417"	"SMPD1"	2
"1418"	"SMPD3"	2
"1419"	"SOCS1"	2
"1420"	"SOCS3"	2
"1421"	"SOD2"	2
"1422"	"SOX10"	2
"1423"	"SOX6"	2
"1424"	"SPARC"	2
"1425"	"SPHK1"	2
"1426"	"SPTLC1"	2
"1427"	"SRD5A1"	2
"1428"	"SRD5A2"	2
"1429"	"SRI"	2
"1430"	"ST6GALNAC5"	2
"1431"	"STAB2"	2
"1432"	"STAT1"	2
"1433"	"STAT3"	2
"1434"	"STAT5A"	2
"1435"	"STAT5B"	2
"1436"	"STEAP4"	2
"1437"	"STH"	2
"1438"	"STIL"	2
"1439"	"STIM2"	2
"1440"	"STX1A"	2
"1441"	"SULT1A2"	2
"1442"	"TAAR9"	2
"1443"	"TAF1"	2
"1444"	"TAF2"	2
"1445"	"TBPL2"	2
"1446"	"TCF7"	2
"1447"	"TERF2"	2
"1448"	"TFDP1"	2
"1449"	"TFEB"	2
"1450"	"TGFB3"	2
"1451"	"TGFBI"	2
"1452"	"TGM1"	2
"1453"	"THBD"	2
"1454"	"TMCC1"	2
"1455"	"TMED2"	2
"1456"	"TMEM158"	2
"1457"	"TMSB4X"	2
"1458"	"TNFRSF10B"	2
"1459"	"TNFRSF1B"	2
"1460"	"TNFRSF21"	2
"1461"	"TNFRSF6B"	2
"1462"	"TNFSF10"	2
"1463"	"TNFSF11"	2
"1464"	"TNFSF15"	2
"1465"	"TNNI3"	2
"1466"	"TOP1"	2
"1467"	"TP53"	2
"1468"	"TP53BP2"	2
"1469"	"TPM4"	2
"1470"	"TPT1"	2
"1471"	"TRAF4"	2
"1472"	"TRAF6"	2
"1473"	"TRAF7"	2
"1474"	"TRAP1"	2
"1475"	"TRPA1"	2
"1476"	"TRPC4"	2
"1477"	"TRPC5"	2
"1478"	"TRPC6"	2
"1479"	"TRPC7"	2
"1480"	"TRPM2"	2
"1481"	"TRPM3"	2
"1482"	"TRPV3"	2
"1483"	"TSHR"	2
"1484"	"TTF2"	2
"1485"	"TUBB4A"	2
"1486"	"TWNK"	2
"1487"	"TWSG1"	2
"1488"	"TXK"	2
"1489"	"TXNIP"	2
"1490"	"TYMP"	2
"1491"	"UBE2M"	2
"1492"	"UCHL3"	2
"1493"	"UCK2"	2
"1494"	"UCN"	2
"1495"	"UFD1"	2
"1496"	"UGT1A"	2
"1497"	"UGT2B4"	2
"1498"	"ULBP1"	2
"1499"	"ULBP2"	2
"1500"	"UNC5B"	2
"1501"	"UPK2"	2
"1502"	"UROD"	2
"1503"	"USP2"	2
"1504"	"USP5"	2
"1505"	"USP8"	2
"1506"	"VCAM1"	2
"1507"	"VEGFA"	2
"1508"	"VEGFC"	2
"1509"	"VEGFD"	2
"1510"	"VIP"	2
"1511"	"VIT"	2
"1512"	"VSIG2"	2
"1513"	"VWF"	2
"1514"	"WDHD1"	2
"1515"	"WNK1"	2
"1516"	"WNT2B"	2
"1517"	"WNT3"	2
"1518"	"WNT3A"	2
"1519"	"WNT7A"	2
"1520"	"WT1"	2
"1521"	"WWTR1"	2
"1522"	"XPNPEP1"	2
"1523"	"XRCC1"	2
"1524"	"XYLT2"	2
"1525"	"YME1L1"	2
"1526"	"ZFX"	2
"1527"	"ZHX2"	2
"1528"	"ZNF135"	2
"1529"	"ZNF165"	2
"1530"	"A2M"	1
"1531"	"A4GALT"	1
"1532"	"ABCA2"	1
"1533"	"ABCC4"	1
"1534"	"ABCE1"	1
"1535"	"ABCF2"	1
"1536"	"ABCG2"	1
"1537"	"ABL1"	1
"1538"	"ACAA1"	1
"1539"	"ACACA"	1
"1540"	"ACAN"	1
"1541"	"ACD"	1
"1542"	"ACE"	1
"1543"	"ACKR1"	1
"1544"	"ACKR3"	1
"1545"	"ACO1"	1
"1546"	"ACOD1"	1
"1547"	"ACOX1"	1
"1548"	"ACP2"	1
"1549"	"ACSS2"	1
"1550"	"ACTA2"	1
"1551"	"ACTB"	1
"1552"	"ACTN4"	1
"1553"	"ACVR1"	1
"1554"	"ACVR1B"	1
"1555"	"ACYP2"	1
"1556"	"ADA2"	1
"1557"	"ADAMTS1"	1
"1558"	"ADAMTS15"	1
"1559"	"ADAMTS5"	1
"1560"	"ADAMTS8"	1
"1561"	"ADAMTS9"	1
"1562"	"ADCY4"	1
"1563"	"ADCYAP1"	1
"1564"	"ADGRB1"	1
"1565"	"ADGRL3"	1
"1566"	"ADH4"	1
"1567"	"ADIPOQ"	1
"1568"	"ADIPOR2"	1
"1569"	"ADK"	1
"1570"	"ADM"	1
"1571"	"ADRA1B"	1
"1572"	"ADRA2A"	1
"1573"	"AFF1"	1
"1574"	"AFM"	1
"1575"	"AGER"	1
"1576"	"AGR2"	1
"1577"	"AGTR1"	1
"1578"	"AHCY"	1
"1579"	"AHR"	1
"1580"	"AHRR"	1
"1581"	"AIF1"	1
"1582"	"AIFM1"	1
"1583"	"AIMP1"	1
"1584"	"AK5"	1
"1585"	"AKR1A1"	1
"1586"	"AKR1B10"	1
"1587"	"AKT1"	1
"1588"	"AKTIP"	1
"1589"	"ALB"	1
"1590"	"ALCAM"	1
"1591"	"ALDH1A2"	1
"1592"	"ALDH1L1"	1
"1593"	"ALDH2"	1
"1594"	"ALDH3B1"	1
"1595"	"ALDOC"	1
"1596"	"ALK"	1
"1597"	"ALKBH1"	1
"1598"	"ALOX12"	1
"1599"	"ALOX12B"	1
"1600"	"ALOX15"	1
"1601"	"ALOX5"	1
"1602"	"ALPI"	1
"1603"	"AMBP"	1
"1604"	"AMD1"	1
"1605"	"AMFR"	1
"1606"	"ANG"	1
"1607"	"ANGPT1"	1
"1608"	"ANGPTL4"	1
"1609"	"ANP32B"	1
"1610"	"ANTXR2"	1
"1611"	"ANXA2"	1
"1612"	"ANXA4"	1
"1613"	"ANXA6"	1
"1614"	"APEX1"	1
"1615"	"APOH"	1
"1616"	"APOM"	1
"1617"	"AREG"	1
"1618"	"ARF1"	1
"1619"	"ARG1"	1
"1620"	"ARG2"	1
"1621"	"ARHGEF2"	1
"1622"	"ARHGEF5"	1
"1623"	"ARID4A"	1
"1624"	"ARL6IP5"	1
"1625"	"ARNT"	1
"1626"	"ARNT2"	1
"1627"	"ARRB2"	1
"1628"	"ARSK"	1
"1629"	"ARTN"	1
"1630"	"ARX"	1
"1631"	"ASCL2"	1
"1632"	"ASL"	1
"1633"	"ASPRV1"	1
"1634"	"ASRGL1"	1
"1635"	"ATF1"	1
"1636"	"ATF2"	1
"1637"	"ATF3"	1
"1638"	"ATF6"	1
"1639"	"ATG12"	1
"1640"	"ATG2B"	1
"1641"	"ATG3"	1
"1642"	"ATIC"	1
"1643"	"ATL1"	1
"1644"	"ATN1"	1
"1645"	"ATP6V0B"	1
"1646"	"AURKA"	1
"1647"	"AVEN"	1
"1648"	"AXL"	1
"1649"	"B3GNT2"	1
"1650"	"B4GAT1"	1
"1651"	"BACE1"	1
"1652"	"BACH1"	1
"1653"	"BACH2"	1
"1654"	"BAG3"	1
"1655"	"BAG6"	1
"1656"	"BANF1"	1
"1657"	"BASP1"	1
"1658"	"BATF2"	1
"1659"	"BAX"	1
"1660"	"BCL10"	1
"1661"	"BCL2"	1
"1662"	"BCL2L1"	1
"1663"	"BCL2L11"	1
"1664"	"BCL2L12"	1
"1665"	"BCL2L2"	1
"1666"	"BCL3"	1
"1667"	"BCL9"	1
"1668"	"BDKRB1"	1
"1669"	"BDKRB2"	1
"1670"	"BDNF"	1
"1671"	"BECN1"	1
"1672"	"BEND3"	1
"1673"	"BEX3"	1
"1674"	"BEX4"	1
"1675"	"BGLAP"	1
"1676"	"BID"	1
"1677"	"BIK"	1
"1678"	"BIN1"	1
"1679"	"BIRC3"	1
"1680"	"BIRC6"	1
"1681"	"BLK"	1
"1682"	"BLVRA"	1
"1683"	"BMF"	1
"1684"	"BMI1"	1
"1685"	"BMP2"	1
"1686"	"BMP5"	1
"1687"	"BMP6"	1
"1688"	"BMP7"	1
"1689"	"BMPR2"	1
"1690"	"BMX"	1
"1691"	"BOC"	1
"1692"	"BOK"	1
"1693"	"BRAF"	1
"1694"	"BRCA1"	1
"1695"	"BRCA2"	1
"1696"	"BRD2"	1
"1697"	"BRMS1L"	1
"1698"	"BRS3"	1
"1699"	"BSG"	1
"1700"	"BUD31"	1
"1701"	"C10orf90"	1
"1702"	"C12orf57"	1
"1703"	"C12orf75"	1
"1704"	"C1QBP"	1
"1705"	"C7orf57"	1
"1706"	"C9orf3"	1
"1707"	"CA1"	1
"1708"	"CA3"	1
"1709"	"CA9"	1
"1710"	"CACNA1A"	1
"1711"	"CADM2"	1
"1712"	"CALCA"	1
"1713"	"CAMK2G"	1
"1714"	"CAPG"	1
"1715"	"CAPNS1"	1
"1716"	"CARD6"	1
"1717"	"CASP1"	1
"1718"	"CASP2"	1
"1719"	"CASP3"	1
"1720"	"CASP6"	1
"1721"	"CASP7"	1
"1722"	"CASP8"	1
"1723"	"CASP9"	1
"1724"	"CASZ1"	1
"1725"	"CAV3"	1
"1726"	"CAVIN2"	1
"1727"	"CBL"	1
"1728"	"CBR1"	1
"1729"	"CBR3"	1
"1730"	"CCK"	1
"1731"	"CCKBR"	1
"1732"	"CCL1"	1
"1733"	"CCL11"	1
"1734"	"CCL13"	1
"1735"	"CCL2"	1
"1736"	"CCL20"	1
"1737"	"CCL21"	1
"1738"	"CCL23"	1
"1739"	"CCNA1"	1
"1740"	"CCNA2"	1
"1741"	"CCNB1"	1
"1742"	"CCNB2"	1
"1743"	"CCND3"	1
"1744"	"CCNE1"	1
"1745"	"CCNE2"	1
"1746"	"CCNG1"	1
"1747"	"CCNK"	1
"1748"	"CCNT1"	1
"1749"	"CCPG1"	1
"1750"	"CCR4"	1
"1751"	"CCR5"	1
"1752"	"CCR7"	1
"1753"	"CCT2"	1
"1754"	"CD14"	1
"1755"	"CD177"	1
"1756"	"CD19"	1
"1757"	"CD1C"	1
"1758"	"CD200"	1
"1759"	"CD248"	1
"1760"	"CD27"	1
"1761"	"CD274"	1
"1762"	"CD34"	1
"1763"	"CD36"	1
"1764"	"CD4"	1
"1765"	"CD44"	1
"1766"	"CD46"	1
"1767"	"CD5"	1
"1768"	"CD58"	1
"1769"	"CD69"	1
"1770"	"CD74"	1
"1771"	"CD82"	1
"1772"	"CD83"	1
"1773"	"CD86"	1
"1774"	"CD9"	1
"1775"	"CDC20"	1
"1776"	"CDCA5"	1
"1777"	"CDCA8"	1
"1778"	"CDH1"	1
"1779"	"CDH3"	1
"1780"	"CDH4"	1
"1781"	"CDH5"	1
"1782"	"CDK14"	1
"1783"	"CDK4"	1
"1784"	"CDK5R1"	1
"1785"	"CDK5RAP1"	1
"1786"	"CDK6"	1
"1787"	"CDK7"	1
"1788"	"CDK8"	1
"1789"	"CDK9"	1
"1790"	"CDKL1"	1
"1791"	"CDKN1C"	1
"1792"	"CDKN2A"	1
"1793"	"CDKN2B"	1
"1794"	"CDKN3"	1
"1795"	"CEACAM1"	1
"1796"	"CEACAM3"	1
"1797"	"CEBPB"	1
"1798"	"CELF2"	1
"1799"	"CELF3"	1
"1800"	"CENPJ"	1
"1801"	"CENPV"	1
"1802"	"CERS1"	1
"1803"	"CERS3"	1
"1804"	"CERS6"	1
"1805"	"CES1"	1
"1806"	"CFLAR"	1
"1807"	"CFTR"	1
"1808"	"CGREF1"	1
"1809"	"CHAC1"	1
"1810"	"CHD5"	1
"1811"	"CHEK1"	1
"1812"	"CHGA"	1
"1813"	"CHI3L1"	1
"1814"	"CHMP1A"	1
"1815"	"CHRNA7"	1
"1816"	"CHST5"	1
"1817"	"CHST6"	1
"1818"	"CHST7"	1
"1819"	"CHSY3"	1
"1820"	"CIAPIN1"	1
"1821"	"CIRBP"	1
"1822"	"CITED2"	1
"1823"	"CIZ1"	1
"1824"	"CLDN12"	1
"1825"	"CLDN3"	1
"1826"	"CLDN6"	1
"1827"	"CLDN7"	1
"1828"	"CLEC4D"	1
"1829"	"CNMD"	1
"1830"	"CNR1"	1
"1831"	"CNR2"	1
"1832"	"CNTF"	1
"1833"	"COL10A1"	1
"1834"	"COL18A1"	1
"1835"	"COL1A2"	1
"1836"	"COL2A1"	1
"1837"	"COL4A1"	1
"1838"	"COL5A1"	1
"1839"	"COL6A1"	1
"1840"	"COMT"	1
"1841"	"COPS6"	1
"1842"	"COX4I1"	1
"1843"	"COX5B"	1
"1844"	"CP"	1
"1845"	"CPB1"	1
"1846"	"CPE"	1
"1847"	"CPT1A"	1
"1848"	"CPT1B"	1
"1849"	"CPTP"	1
"1850"	"CRABP1"	1
"1851"	"CRABP2"	1
"1852"	"CRADD"	1
"1853"	"CREB1"	1
"1854"	"CREBBP"	1
"1855"	"CREM"	1
"1856"	"CRH"	1
"1857"	"CRKL"	1
"1858"	"CRP"	1
"1859"	"CRYAB"	1
"1860"	"CRYBG1"	1
"1861"	"CS"	1
"1862"	"CSF2"	1
"1863"	"CSH1"	1
"1864"	"CSH2"	1
"1865"	"CSN1S1"	1
"1866"	"CSNK1A1"	1
"1867"	"CTAG1A"	1
"1868"	"CTBS"	1
"1869"	"CTGF"	1
"1870"	"CTLA4"	1
"1871"	"CTNNB1"	1
"1872"	"CTSB"	1
"1873"	"CTSD"	1
"1874"	"CTSG"	1
"1875"	"CUL2"	1
"1876"	"CUL4A"	1
"1877"	"CX3CR1"	1
"1878"	"CXCL1"	1
"1879"	"CXCL11"	1
"1880"	"CXCL12"	1
"1881"	"CXCR3"	1
"1882"	"CXCR5"	1
"1883"	"CYB5R2"	1
"1884"	"CYB5R3"	1
"1885"	"CYBA"	1
"1886"	"CYP11A1"	1
"1887"	"CYP11B2"	1
"1888"	"CYP19A1"	1
"1889"	"CYP1A1"	1
"1890"	"CYP24A1"	1
"1891"	"CYP26A1"	1
"1892"	"CYP27B1"	1
"1893"	"CYP2C9"	1
"1894"	"CYP2E1"	1
"1895"	"CYP2F1"	1
"1896"	"CYP2J2"	1
"1897"	"CYP4X1"	1
"1898"	"CYSLTR1"	1
"1899"	"CYTH3"	1
"1900"	"DAAM1"	1
"1901"	"DACT2"	1
"1902"	"DAP"	1
"1903"	"DAXX"	1
"1904"	"DBT"	1
"1905"	"DCP2"	1
"1906"	"DCPS"	1
"1907"	"DDAH1"	1
"1908"	"DDB2"	1
"1909"	"DDR2"	1
"1910"	"DDX39A"	1
"1911"	"DDX3X"	1
"1912"	"DEDD2"	1
"1913"	"DEFB1"	1
"1914"	"DEFB103B"	1
"1915"	"DEFB4A"	1
"1916"	"DEGS1"	1
"1917"	"DENND4A"	1
"1918"	"DEPTOR"	1
"1919"	"DERL1"	1
"1920"	"DFFB"	1
"1921"	"DHH"	1
"1922"	"DHODH"	1
"1923"	"DIO3"	1
"1924"	"DKC1"	1
"1925"	"DKK1"	1
"1926"	"DLEC1"	1
"1927"	"DLGAP5"	1
"1928"	"DMBT1"	1
"1929"	"DNAJC2"	1
"1930"	"DNER"	1
"1931"	"DNLZ"	1
"1932"	"DNM1L"	1
"1933"	"DNM2"	1
"1934"	"DNM3"	1
"1935"	"DNMT1"	1
"1936"	"DNMT3A"	1
"1937"	"DNMT3B"	1
"1938"	"DNTT"	1
"1939"	"DOCK6"	1
"1940"	"DPH1"	1
"1941"	"DPYD"	1
"1942"	"DPYS"	1
"1943"	"DPYSL3"	1
"1944"	"DRD2"	1
"1945"	"DRG1"	1
"1946"	"DSG2"	1
"1947"	"DST"	1
"1948"	"DUOX1"	1
"1949"	"DUSP1"	1
"1950"	"DUSP2"	1
"1951"	"DUSP22"	1
"1952"	"DUSP4"	1
"1953"	"DUSP5"	1
"1954"	"DUSP6"	1
"1955"	"DUSP7"	1
"1956"	"DVL1"	1
"1957"	"DYNLL1"	1
"1958"	"DYRK1B"	1
"1959"	"E2F1"	1
"1960"	"E2F2"	1
