"Var1"	"Freq"
"1961"	"E2F3"	1
"1962"	"E2F4"	1
"1963"	"E2F6"	1
"1964"	"EDEM1"	1
"1965"	"EDN2"	1
"1966"	"EDN3"	1
"1967"	"EEA1"	1
"1968"	"EGF"	1
"1969"	"EGFR"	1
"1970"	"EID1"	1
"1971"	"EIF2AK1"	1
"1972"	"EIF2AK3"	1
"1973"	"EIF2S1"	1
"1974"	"EIF2S3"	1
"1975"	"EIF3I"	1
"1976"	"EIF4A1"	1
"1977"	"EIF4B"	1
"1978"	"EIF4E"	1
"1979"	"EIF4EBP1"	1
"1980"	"EIPR1"	1
"1981"	"ELANE"	1
"1982"	"ELAVL1"	1
"1983"	"ELF3"	1
"1984"	"ELF4"	1
"1985"	"ELK1"	1
"1986"	"ELOB"	1
"1987"	"ELOVL6"	1
"1988"	"ELP4"	1
"1989"	"ENG"	1
"1990"	"ENHO"	1
"1991"	"ENO2"	1
"1992"	"ENO3"	1
"1993"	"ENOX2"	1
"1994"	"ENPEP"	1
"1995"	"ENPP3"	1
"1996"	"EP300"	1
"1997"	"EPB41"	1
"1998"	"EPC1"	1
"1999"	"EPHA2"	1
"2000"	"EPHB3"	1
"2001"	"EPHX2"	1
"2002"	"EPO"	1
"2003"	"EPOR"	1
"2004"	"EPS8"	1
"2005"	"ERAS"	1
"2006"	"ERBB3"	1
"2007"	"ERBB4"	1
"2008"	"ERCC1"	1
"2009"	"ERCC3"	1
"2010"	"ERCC5"	1
"2011"	"ERCC6L"	1
"2012"	"EREG"	1
"2013"	"ERN1"	1
"2014"	"ERO1A"	1
"2015"	"ERVW-1"	1
"2016"	"ESR1"	1
"2017"	"ESR2"	1
"2018"	"ETS2"	1
"2019"	"ETV1"	1
"2020"	"ETV3"	1
"2021"	"EVA1C"	1
"2022"	"EXOSC6"	1
"2023"	"EXOSC8"	1
"2024"	"EZR"	1
"2025"	"F2R"	1
"2026"	"F2RL1"	1
"2027"	"F2RL3"	1
"2028"	"F3"	1
"2029"	"FABP4"	1
"2030"	"FABP7"	1
"2031"	"FADD"	1
"2032"	"FAH"	1
"2033"	"FAM111B"	1
"2034"	"FAM72B"	1
"2035"	"FANCD2"	1
"2036"	"FANCF"	1
"2037"	"FAP"	1
"2038"	"FAS"	1
"2039"	"FASLG"	1
"2040"	"FAU"	1
"2041"	"FBP1"	1
"2042"	"FBRS"	1
"2043"	"FBXW7"	1
"2044"	"FCER2"	1
"2045"	"FCGR1A"	1
"2046"	"FCGR3B"	1
"2047"	"FDFT1"	1
"2048"	"FEN1"	1
"2049"	"FERMT1"	1
"2050"	"FFAR2"	1
"2051"	"FFAR3"	1
"2052"	"FFAR4"	1
"2053"	"FGF1"	1
"2054"	"FGF18"	1
"2055"	"FGF2"	1
"2056"	"FGF23"	1
"2057"	"FGF4"	1
"2058"	"FGF5"	1
"2059"	"FGF9"	1
"2060"	"FGFR1"	1
"2061"	"FGFR2"	1
"2062"	"FGFR3"	1
"2063"	"FGFR4"	1
"2064"	"FKBP1A"	1
"2065"	"FKBP1B"	1
"2066"	"FKBP4"	1
"2067"	"FKBP8"	1
"2068"	"FLI1"	1
"2069"	"FLT1"	1
"2070"	"FLT4"	1
"2071"	"FMN1"	1
"2072"	"FMO1"	1
"2073"	"FMO3"	1
"2074"	"FMO4"	1
"2075"	"FMO5"	1
"2076"	"FN1"	1
"2077"	"FOLR1"	1
"2078"	"FOXA1"	1
"2079"	"FOXA2"	1
"2080"	"FOXD3"	1
"2081"	"FOXM1"	1
"2082"	"FOXO1"	1
"2083"	"FOXO3"	1
"2084"	"FOXP1"	1
"2085"	"FOXP3"	1
"2086"	"FPGS"	1
"2087"	"FPR2"	1
"2088"	"FRK"	1
"2089"	"FRS2"	1
"2090"	"FSCN1"	1
"2091"	"FSHR"	1
"2092"	"FTH1"	1
"2093"	"FUBP1"	1
"2094"	"FZD1"	1
"2095"	"FZD3"	1
"2096"	"FZD7"	1
"2097"	"G6PC"	1
"2098"	"G6PC2"	1
"2099"	"G6PD"	1
"2100"	"GADD45A"	1
"2101"	"GADD45G"	1
"2102"	"GAL3ST1"	1
"2103"	"GAP43"	1
"2104"	"GAPDH"	1
"2105"	"GAS6"	1
"2106"	"GAST"	1
"2107"	"GC"	1
"2108"	"GCLM"	1
"2109"	"GCNT1"	1
"2110"	"GCNT3"	1
"2111"	"GDF10"	1
"2112"	"GDF2"	1
"2113"	"GDNF"	1
"2114"	"GFM1"	1
"2115"	"GHRL"	1
"2116"	"GHSR"	1
"2117"	"GJA1"	1
"2118"	"GJA4"	1
"2119"	"GJB1"	1
"2120"	"GLA"	1
"2121"	"GLI1"	1
"2122"	"GLI2"	1
"2123"	"GLI3"	1
"2124"	"GLIPR1"	1
"2125"	"GLO1"	1
"2126"	"GLP1R"	1
"2127"	"GNRH1"	1
"2128"	"GNRH2"	1
"2129"	"GNRHR"	1
"2130"	"GOLGA1"	1
"2131"	"GOLGA4"	1
"2132"	"GOSR1"	1
"2133"	"GOT1"	1
"2134"	"GP6"	1
"2135"	"GP9"	1
"2136"	"GPER1"	1
"2137"	"GPR176"	1
"2138"	"GPR182"	1
"2139"	"GPR55"	1
"2140"	"GPR68"	1
"2141"	"GPR78"	1
"2142"	"GPT"	1
"2143"	"GPT2"	1
"2144"	"GPX2"	1
"2145"	"GRB14"	1
"2146"	"GRB2"	1
"2147"	"GRB7"	1
"2148"	"GREB1"	1
"2149"	"GRIN1"	1
"2150"	"GRK2"	1
"2151"	"GRP"	1
"2152"	"GSK3A"	1
"2153"	"GSS"	1
"2154"	"GSTA3"	1
"2155"	"GSTK1"	1
"2156"	"GSTM1"	1
"2157"	"GSTM2"	1
"2158"	"GSTM3"	1
"2159"	"GSTM5"	1
"2160"	"GSTO2"	1
"2161"	"GSTT2"	1
"2162"	"GTF2I"	1
"2163"	"GYPB"	1
"2164"	"GZMA"	1
"2165"	"GZMB"	1
"2166"	"H3F3C"	1
"2167"	"HADHB"	1
"2168"	"HAL"	1
"2169"	"HASPIN"	1
"2170"	"HBG2"	1
"2171"	"HBP1"	1
"2172"	"HCAR1"	1
"2173"	"HCCS"	1
"2174"	"HCK"	1
"2175"	"HDAC4"	1
"2176"	"HDAC6"	1
"2177"	"HDAC8"	1
"2178"	"HDAC9"	1
"2179"	"HDC"	1
"2180"	"HEATR6"	1
"2181"	"HELLS"	1
"2182"	"HES6"	1
"2183"	"HESX1"	1
"2184"	"HEXB"	1
"2185"	"HEXIM1"	1
"2186"	"HEY1"	1
"2187"	"HGF"	1
"2188"	"HIF1A"	1
"2189"	"HIPK2"	1
"2190"	"HIST1H1B"	1
"2191"	"HIST1H1C"	1
"2192"	"HIST1H2AJ"	1
"2193"	"HIST1H4I"	1
"2194"	"HIST3H3"	1
"2195"	"HLA-A"	1
"2196"	"HLA-DRA"	1
"2197"	"HMGCR"	1
"2198"	"HMGCS2"	1
"2199"	"HMMR"	1
"2200"	"HMOX1"	1
"2201"	"HMOX2"	1
"2202"	"HNRNPA1"	1
"2203"	"HNRNPK"	1
"2204"	"HNRNPR"	1
"2205"	"HOXA9"	1
"2206"	"HOXB13"	1
"2207"	"HOXB9"	1
"2208"	"HOXC6"	1
"2209"	"HOXD1"	1
"2210"	"HP1BP3"	1
"2211"	"HPGD"	1
"2212"	"HRAS"	1
"2213"	"HRG"	1
"2214"	"HSD11B1L"	1
"2215"	"HSF1"	1
"2216"	"HSP90AA1"	1
"2217"	"HSP90AB1"	1
"2218"	"HSPA4"	1
"2219"	"HSPA5"	1
"2220"	"HSPA6"	1
"2221"	"HSPA8"	1
"2222"	"HSPB1"	1
"2223"	"HSPD1"	1
"2224"	"HSPE1"	1
"2225"	"HSPG2"	1
"2226"	"HSPH1"	1
"2227"	"HTR3A"	1
"2228"	"HTRA3"	1
"2229"	"HTT"	1
"2230"	"ICAM1"	1
"2231"	"ICAM2"	1
"2232"	"ICAM3"	1
"2233"	"ID3"	1
"2234"	"IDH1"	1
"2235"	"IDO1"	1
"2236"	"IFIH1"	1
"2237"	"IFIT2"	1
"2238"	"IFITM3"	1
"2239"	"IFNA1"	1
"2240"	"IFNB1"	1
"2241"	"IFT74"	1
"2242"	"IGF1"	1
"2243"	"IGF1R"	1
"2244"	"IGF2"	1
"2245"	"IGFBP3"	1
"2246"	"IGFBP7"	1
"2247"	"IGK"	1
"2248"	"IHH"	1
"2249"	"IKBKG"	1
"2250"	"IL11RA"	1
"2251"	"IL12A"	1
"2252"	"IL13RA2"	1
"2253"	"IL15"	1
"2254"	"IL17A"	1
"2255"	"IL17B"	1
"2256"	"IL17D"	1
"2257"	"IL17F"	1
"2258"	"IL17RB"	1
"2259"	"IL18"	1
"2260"	"IL19"	1
"2261"	"IL1RAPL1"	1
"2262"	"IL1RN"	1
"2263"	"IL2"	1
"2264"	"IL20"	1
"2265"	"IL20RA"	1
"2266"	"IL20RB"	1
"2267"	"IL22RA1"	1
"2268"	"IL24"	1
"2269"	"IL27"	1
"2270"	"IL2RA"	1
"2271"	"IL33"	1
"2272"	"IL4"	1
"2273"	"IL5"	1
"2274"	"IL6"	1
"2275"	"IL6R"	1
"2276"	"IL6ST"	1
"2277"	"ILK"	1
"2278"	"ILKAP"	1
"2279"	"IMPDH2"	1
"2280"	"ING3"	1
"2281"	"ING4"	1
"2282"	"INHBE"	1
"2283"	"INPP4B"	1
"2284"	"INPPL1"	1
"2285"	"INSIG1"	1
"2286"	"IRAK2"	1
"2287"	"IRF3"	1
"2288"	"IRF5"	1
"2289"	"IRS1"	1
"2290"	"IRS2"	1
"2291"	"ITGA2B"	1
"2292"	"ITGA3"	1
"2293"	"ITGA5"	1
"2294"	"ITGAX"	1
"2295"	"ITGB1"	1
"2296"	"ITGB2"	1
"2297"	"ITGB5"	1
"2298"	"ITIH4"	1
"2299"	"JAK1"	1
"2300"	"JAK2"	1
"2301"	"JAM2"	1
"2302"	"JDP2"	1
"2303"	"JMJD6"	1
"2304"	"JUND"	1
"2305"	"KCNH1"	1
"2306"	"KCNK10"	1
"2307"	"KCNK2"	1
"2308"	"KDM1A"	1
"2309"	"KDM1B"	1
"2310"	"KDM3A"	1
"2311"	"KDM4A"	1
"2312"	"KDM4C"	1
"2313"	"KDM4D"	1
"2314"	"KDR"	1
"2315"	"KHSRP"	1
"2316"	"KIF15"	1
"2317"	"KIF22"	1
"2318"	"KIF23"	1
"2319"	"KISS1R"	1
"2320"	"KIT"	1
"2321"	"KL"	1
"2322"	"KLF5"	1
"2323"	"KLF6"	1
"2324"	"KMT2A"	1
"2325"	"KMT2C"	1
"2326"	"KMT2E"	1
"2327"	"KMT5C"	1
"2328"	"KNG1"	1
"2329"	"KRAS"	1
"2330"	"KRT10"	1
"2331"	"KRT16"	1
"2332"	"KRT7"	1
"2333"	"KRT76"	1
"2334"	"KRT79"	1
"2335"	"KRT81"	1
"2336"	"KRT82"	1
"2337"	"KSR1"	1
"2338"	"L1CAM"	1
"2339"	"LAMA5"	1
"2340"	"LAMP1"	1
"2341"	"LAMTOR3"	1
"2342"	"LAMTOR5"	1
"2343"	"LASP1"	1
"2344"	"LBH"	1
"2345"	"LCK"	1
"2346"	"LDLR"	1
"2347"	"LEF1"	1
"2348"	"LEP"	1
"2349"	"LETM1"	1
"2350"	"LGALS16"	1
"2351"	"LGALS2"	1
"2352"	"LGALS3"	1
"2353"	"LGALS4"	1
"2354"	"LGALS7"	1
"2355"	"LGI1"	1
"2356"	"LHX2"	1
"2357"	"LIG3"	1
"2358"	"LIG4"	1
"2359"	"LIMK1"	1
"2360"	"LLGL1"	1
"2361"	"LLGL2"	1
"2362"	"LMNA"	1
"2363"	"LMNB1"	1
"2364"	"LONP1"	1
"2365"	"LOX"	1
"2366"	"LOXL2"	1
"2367"	"LOXL4"	1
"2368"	"LPAR1"	1
"2369"	"LPAR2"	1
"2370"	"LPAR3"	1
"2371"	"LPO"	1
"2372"	"LRPAP1"	1
"2373"	"LRRC1"	1
"2374"	"LTA4H"	1
"2375"	"LTB4R2"	1
"2376"	"LXN"	1
"2377"	"LY9"	1
"2378"	"LYN"	1
"2379"	"LYPLA1"	1
"2380"	"LYVE1"	1
"2381"	"MACC1"	1
"2382"	"MADD"	1
"2383"	"MAFA"	1
"2384"	"MAGEA4"	1
"2385"	"MALT1"	1
"2386"	"MAOB"	1
"2387"	"MAP1LC3B"	1
"2388"	"MAP2K2"	1
"2389"	"MAP2K3"	1
"2390"	"MAP2K4"	1
"2391"	"MAP2K5"	1
"2392"	"MAP2K6"	1
"2393"	"MAP2K7"	1
"2394"	"MAP3K1"	1
"2395"	"MAP3K14"	1
"2396"	"MAP3K2"	1
"2397"	"MAP3K3"	1
"2398"	"MAP3K4"	1
"2399"	"MAP3K5"	1
"2400"	"MAP4K1"	1
"2401"	"MAPK1"	1
"2402"	"MAPK14"	1
"2403"	"MAPK3"	1
"2404"	"MAPK7"	1
"2405"	"MAPK8"	1
"2406"	"MAPK8IP1"	1
"2407"	"MAPK8IP2"	1
"2408"	"MAPK9"	1
"2409"	"MAPKAPK3"	1
"2410"	"MARCH5"	1
"2411"	"MARCH8"	1
"2412"	"MARK2"	1
"2413"	"MAX"	1
"2414"	"MBD1"	1
"2415"	"MBD4"	1
"2416"	"MC2R"	1
"2417"	"MCM2"	1
"2418"	"MCM5"	1
"2419"	"MDC1"	1
"2420"	"MDK"	1
"2421"	"MDM2"	1
"2422"	"ME1"	1
"2423"	"MED1"	1
"2424"	"MED25"	1
"2425"	"MEF2A"	1
"2426"	"MEF2D"	1
"2427"	"MEGF10"	1
"2428"	"MEIS1"	1
"2429"	"MELTF"	1
"2430"	"MEP1B"	1
"2431"	"MEST"	1
"2432"	"MET"	1
"2433"	"METAP2"	1
"2434"	"MGAT5"	1
"2435"	"MGMT"	1
"2436"	"MGP"	1
"2437"	"MGST2"	1
"2438"	"MIA"	1
"2439"	"MICB"	1
"2440"	"MIF"	1
"2441"	"MINPP1"	1
"2442"	"MKI67"	1
"2443"	"MLC1"	1
"2444"	"MLH1"	1
"2445"	"MLKL"	1
"2446"	"MLLT1"	1
"2447"	"MLLT11"	1
"2448"	"MLST8"	1
"2449"	"MMAB"	1
"2450"	"MME"	1
"2451"	"MMP11"	1
"2452"	"MMP13"	1
"2453"	"MMP14"	1
"2454"	"MMP19"	1
"2455"	"MMP2"	1
"2456"	"MMP7"	1
"2457"	"MMP8"	1
"2458"	"MMS19"	1
"2459"	"MOK"	1
"2460"	"MPHOSPH6"	1
"2461"	"MRAP"	1
"2462"	"MRC1"	1
"2463"	"MRPL41"	1
"2464"	"MSH2"	1
"2465"	"MSH6"	1
"2466"	"MSMB"	1
"2467"	"MSX2"	1
"2468"	"MT-ND1"	1
"2469"	"MTA1"	1
"2470"	"MTA2"	1
"2471"	"MTDH"	1
"2472"	"MTF2"	1
"2473"	"MTMR11"	1
"2474"	"MTRNR2L6"	1
"2475"	"MUC1"	1
"2476"	"MUC15"	1
"2477"	"MUC3A"	1
"2478"	"MUC5AC"	1
"2479"	"MUTYH"	1
"2480"	"MX1"	1
"2481"	"MX2"	1
"2482"	"MYB"	1
"2483"	"MYCBP"	1
"2484"	"MYCN"	1
"2485"	"MYD88"	1
"2486"	"MYH1"	1
"2487"	"MYH11"	1
"2488"	"MYH14"	1
"2489"	"MYLK"	1
"2490"	"MYOD1"	1
"2491"	"MYOG"	1
"2492"	"N4BP1"	1
"2493"	"NAIP"	1
"2494"	"NANOG"	1
"2495"	"NANOGP8"	1
"2496"	"NBL1"	1
"2497"	"NCF1"	1
"2498"	"NCL"	1
"2499"	"NCSTN"	1
"2500"	"NDRG1"	1
"2501"	"NDRG2"	1
"2502"	"NDUFC2"	1
"2503"	"NDUFS1"	1
"2504"	"NDUFS3"	1
"2505"	"NEIL2"	1
"2506"	"NEK2"	1
"2507"	"NELFCD"	1
"2508"	"NELL2"	1
"2509"	"NET1"	1
"2510"	"NEUROG1"	1
"2511"	"NF1"	1
"2512"	"NF2"	1
"2513"	"NFATC1"	1
"2514"	"NFE2L2"	1
"2515"	"NFKB1"	1
"2516"	"NFKBIA"	1
"2517"	"NFYA"	1
"2518"	"NGF"	1
"2519"	"NGFR"	1
"2520"	"NKD2"	1
"2521"	"NKX2-1"	1
"2522"	"NKX3-1"	1
"2523"	"NLRP1"	1
"2524"	"NLRP3"	1
"2525"	"NOD1"	1
"2526"	"NOM1"	1
"2527"	"NOP14"	1
"2528"	"NOS2"	1
"2529"	"NOS3"	1
"2530"	"NOTCH3"	1
"2531"	"NOTCH4"	1
"2532"	"NOX1"	1
"2533"	"NOX3"	1
"2534"	"NOX4"	1
"2535"	"NPM1"	1
"2536"	"NPY"	1
"2537"	"NPY4R"	1
"2538"	"NQO1"	1
"2539"	"NQO2"	1
"2540"	"NR1D2"	1
"2541"	"NR2F2"	1
"2542"	"NR4A1"	1
"2543"	"NR4A2"	1
"2544"	"NR5A1"	1
"2545"	"NR5A2"	1
"2546"	"NRAS"	1
"2547"	"NRF1"	1
"2548"	"NRG1"	1
"2549"	"NRGN"	1
"2550"	"NRIP1"	1
"2551"	"NRP1"	1
"2552"	"NT5E"	1
"2553"	"NTF3"	1
"2554"	"NTN1"	1
"2555"	"NTRK2"	1
"2556"	"NTRK3"	1
"2557"	"NTS"	1
"2558"	"NTSR1"	1
"2559"	"NUDT1"	1
"2560"	"NUDT18"	1
"2561"	"NUPR1"	1
"2562"	"OCA2"	1
"2563"	"OCLN"	1
"2564"	"OGA"	1
"2565"	"OGG1"	1
"2566"	"OMP"	1
"2567"	"OPRM1"	1
"2568"	"ORC1"	1
"2569"	"OSBPL7"	1
"2570"	"OSGIN1"	1
"2571"	"OSGIN2"	1
"2572"	"OSMR"	1
"2573"	"P2RX1"	1
"2574"	"P2RX3"	1
"2575"	"P2RX4"	1
"2576"	"P2RX5"	1
"2577"	"P2RX6"	1
"2578"	"P2RY1"	1
"2579"	"P2RY11"	1
"2580"	"P2RY12"	1
"2581"	"P2RY6"	1
"2582"	"P3H1"	1
"2583"	"P4HB"	1
"2584"	"P4HTM"	1
"2585"	"PA2G4"	1
"2586"	"PAFAH1B2"	1
"2587"	"PAH"	1
"2588"	"PAK1"	1
"2589"	"PAK4"	1
"2590"	"PAOX"	1
"2591"	"PAPPA"	1
"2592"	"PARP1"	1
"2593"	"PARP14"	1
"2594"	"PARP16"	1
"2595"	"PARP3"	1
"2596"	"PAWR"	1
"2597"	"PAX1"	1
"2598"	"PAX6"	1
"2599"	"PBX1"	1
"2600"	"PBX2"	1
"2601"	"PCDH17"	1
"2602"	"PCDH18"	1
"2603"	"PCK1"	1
"2604"	"PCK2"	1
"2605"	"PCMT1"	1
"2606"	"PCNT"	1
"2607"	"PDCD4"	1
"2608"	"PDE3A"	1
"2609"	"PDE4D"	1
"2610"	"PDE5A"	1
"2611"	"PDGFB"	1
"2612"	"PDGFD"	1
"2613"	"PDGFRA"	1
"2614"	"PDIK1L"	1
"2615"	"PDK1"	1
"2616"	"PDLIM7"	1
"2617"	"PDPN"	1
"2618"	"PDXP"	1
"2619"	"PEBP1"	1
"2620"	"PECAM1"	1
"2621"	"PEG10"	1
"2622"	"PELP1"	1
"2623"	"PEMT"	1
"2624"	"PES1"	1
"2625"	"PEX13"	1
"2626"	"PFDN5"	1
"2627"	"PFKFB3"	1
"2628"	"PGAP3"	1
"2629"	"PGC"	1
"2630"	"PGD"	1
"2631"	"PGF"	1
"2632"	"PHB"	1
"2633"	"PHC2"	1
"2634"	"PHEX"	1
"2635"	"PHF1"	1
"2636"	"PHGDH"	1
"2637"	"PHKA2"	1
"2638"	"PHLDA1"	1
"2639"	"PHOX2B"	1
"2640"	"PHPT1"	1
"2641"	"PIAS1"	1
"2642"	"PIF1"	1
"2643"	"PIK3C2A"	1
"2644"	"PIK3CA"	1
"2645"	"PIM3"	1
"2646"	"PIN1"	1
"2647"	"PINK1"	1
"2648"	"PINX1"	1
"2649"	"PIPOX"	1
"2650"	"PIR"	1
"2651"	"PKN1"	1
"2652"	"PKN2"	1
"2653"	"PLA2G1B"	1
"2654"	"PLA2G2A"	1
"2655"	"PLAGL1"	1
"2656"	"PLAU"	1
"2657"	"PLCE1"	1
"2658"	"PLIN1"	1
"2659"	"PLK3"	1
"2660"	"PLOD1"	1
"2661"	"PLP1"	1
"2662"	"PLXNB2"	1
"2663"	"PMAIP1"	1
"2664"	"PMS2"	1
"2665"	"PNKP"	1
"2666"	"PNP"	1
"2667"	"PNPLA2"	1
"2668"	"POLG"	1
"2669"	"POLL"	1
"2670"	"POMC"	1
"2671"	"PON1"	1
"2672"	"PON2"	1
"2673"	"POR"	1
"2674"	"POU5F1"	1
"2675"	"PPARD"	1
"2676"	"PPBP"	1
"2677"	"PPIF"	1
"2678"	"PPIG"	1
"2679"	"PPIL1"	1
"2680"	"PPIL2"	1
"2681"	"PPM1A"	1
"2682"	"PPOX"	1
"2683"	"PPP1R13L"	1
"2684"	"PPP2R1A"	1
"2685"	"PPP4C"	1
"2686"	"PPP5C"	1
"2687"	"PRB2"	1
"2688"	"PRDM9"	1
"2689"	"PREP"	1
"2690"	"PREX1"	1
"2691"	"PRKACA"	1
"2692"	"PRKAR1B"	1
"2693"	"PRKCB"	1
"2694"	"PRKCE"	1
"2695"	"PRKCG"	1
"2696"	"PRL"	1
"2697"	"PROCR"	1
"2698"	"PROX1"	1
"2699"	"PRPF4B"	1
"2700"	"PRPH2"	1
"2701"	"PRRX1"	1
"2702"	"PRRX2"	1
"2703"	"PRSS55"	1
"2704"	"PRTN3"	1
"2705"	"PSAP"	1
"2706"	"PSEN1"	1
"2707"	"PSG5"	1
"2708"	"PSIP1"	1
"2709"	"PSMA7"	1
"2710"	"PSMB10"	1
"2711"	"PSME1"	1
"2712"	"PTEN"	1
"2713"	"PTGER1"	1
"2714"	"PTGER2"	1
"2715"	"PTGER3"	1
"2716"	"PTGER4"	1
"2717"	"PTGES"	1
"2718"	"PTGIS"	1
"2719"	"PTGR1"	1
"2720"	"PTGS2"	1
"2721"	"PTH"	1
"2722"	"PTHLH"	1
"2723"	"PTK2"	1
"2724"	"PTMA"	1
"2725"	"PTP4A3"	1
"2726"	"PTPA"	1
"2727"	"PTPN1"	1
"2728"	"PTPRA"	1
"2729"	"PTPRC"	1
"2730"	"PTPRG"	1
"2731"	"PTPRK"	1
"2732"	"PTPRN2"	1
"2733"	"PTPRZ1"	1
"2734"	"PTX3"	1
"2735"	"PVR"	1
"2736"	"PWP2"	1
"2737"	"PXDN"	1
"2738"	"PXN"	1
"2739"	"QRSL1"	1
"2740"	"RAB11FIP1"	1
"2741"	"RAB5A"	1
"2742"	"RABAC1"	1
"2743"	"RAC2"	1
"2744"	"RAC3"	1
"2745"	"RAD51"	1
"2746"	"RAET1E"	1
"2747"	"RAG1"	1
"2748"	"RALA"	1
"2749"	"RAP1A"	1
"2750"	"RAPGEF1"	1
"2751"	"RAPGEF3"	1
"2752"	"RARB"	1
"2753"	"RARRES3"	1
"2754"	"RASD1"	1
"2755"	"RASGRF1"	1
"2756"	"RASGRP1"	1
"2757"	"RASL11A"	1
"2758"	"RASSF1"	1
"2759"	"RB1"	1
"2760"	"RBBP4"	1
"2761"	"RBFOX3"	1
"2762"	"RBM17"	1
"2763"	"RBMS1"	1
"2764"	"RBP2"	1
"2765"	"RBPJ"	1
"2766"	"RCC1"	1
"2767"	"RCE1"	1
"2768"	"RDH12"	1
"2769"	"REG1A"	1
"2770"	"REL"	1
"2771"	"RELA"	1
"2772"	"RELB"	1
"2773"	"REN"	1
"2774"	"REST"	1
"2775"	"RET"	1
"2776"	"REXO2"	1
"2777"	"RFPL3"	1
"2778"	"RFX1"	1
"2779"	"RGN"	1
"2780"	"RGS13"	1
"2781"	"RGS19"	1
"2782"	"RHOB"	1
"2783"	"RHOC"	1
"2784"	"RIN2"	1
"2785"	"RIPK3"	1
"2786"	"RMDN1"	1
"2787"	"RNF20"	1
"2788"	"ROBO4"	1
"2789"	"ROCK1"	1
"2790"	"RORC"	1
"2791"	"RP2"	1
"2792"	"RPL14"	1
"2793"	"RPL19"	1
"2794"	"RPS3"	1
"2795"	"RPS6KB1"	1
"2796"	"RPS6KB2"	1
"2797"	"RRM1"	1
"2798"	"RTCA"	1
"2799"	"RTN3"	1
"2800"	"RUNX2"	1
"2801"	"RUNX3"	1
"2802"	"RXRB"	1
"2803"	"RYR2"	1
"2804"	"S100A1"	1
"2805"	"S100A12"	1
"2806"	"S100A16"	1
"2807"	"S100A6"	1
"2808"	"S100A7"	1
"2809"	"S100A9"	1
"2810"	"S100B"	1
"2811"	"S100P"	1
"2812"	"S1PR1"	1
"2813"	"S1PR3"	1
"2814"	"S1PR4"	1
"2815"	"SAA1"	1
"2816"	"SAE1"	1
"2817"	"SAG"	1
"2818"	"SALL4"	1
"2819"	"SAMD14"	1
"2820"	"SAR1B"	1
"2821"	"SBNO1"	1
"2822"	"SCARA5"	1
"2823"	"SCGB3A2"	1
"2824"	"SCRIB"	1
"2825"	"SCT"	1
"2826"	"SEC13"	1
"2827"	"SELENOH"	1
"2828"	"SELENOI"	1
"2829"	"SEMA3A"	1
"2830"	"SEMA5A"	1
"2831"	"SEMA6B"	1
"2832"	"SEPT7"	1
"2833"	"SERPINB2"	1
"2834"	"SERPINB5"	1
"2835"	"SERPINB9"	1
"2836"	"SERPINC1"	1
"2837"	"SERPINE1"	1
"2838"	"SERPINH1"	1
"2839"	"SESN2"	1
"2840"	"SETDB1"	1
"2841"	"SF3B1"	1
"2842"	"SF3B2"	1
"2843"	"SH2B3"	1
"2844"	"SH2D3C"	1
"2845"	"SH3GL1"	1
"2846"	"SH3KBP1"	1
"2847"	"SHC1"	1
"2848"	"SHH"	1
"2849"	"SIAH1"	1
"2850"	"SIGLEC1"	1
"2851"	"SIN3A"	1
"2852"	"SIRT1"	1
"2853"	"SIX1"	1
"2854"	"SLC10A1"	1
"2855"	"SLC15A1"	1
"2856"	"SLC16A4"	1
"2857"	"SLC16A6"	1
"2858"	"SLC17A5"	1
"2859"	"SLC25A19"	1
"2860"	"SLC25A24"	1
"2861"	"SLC25A3"	1
"2862"	"SLC28A2"	1
"2863"	"SLC28A3"	1
"2864"	"SLC29A2"	1
"2865"	"SLC2A1"	1
"2866"	"SLC2A4"	1
"2867"	"SLC2A8"	1
"2868"	"SLC3A2"	1
"2869"	"SLC40A1"	1
"2870"	"SLC46A1"	1
"2871"	"SLC52A3"	1
"2872"	"SLC9A2"	1
"2873"	"SLC9A3"	1
"2874"	"SLC9A9"	1
"2875"	"SLC9C1"	1
"2876"	"SLCO1B1"	1
"2877"	"SLCO2A1"	1
"2878"	"SLCO3A1"	1
"2879"	"SLCO4A1"	1
"2880"	"SLN"	1
"2881"	"SMAD4"	1
"2882"	"SMARCB1"	1
"2883"	"SMC2"	1
"2884"	"SMIM10L2A"	1
"2885"	"SMO"	1
"2886"	"SMTN"	1
"2887"	"SNAI1"	1
"2888"	"SNAI2"	1
"2889"	"SNCA"	1
"2890"	"SNRPF"	1
"2891"	"SOCS5"	1
"2892"	"SOD1"	1
"2893"	"SOD3"	1
"2894"	"SORT1"	1
"2895"	"SOS1"	1
"2896"	"SOS2"	1
"2897"	"SOST"	1
"2898"	"SOX17"	1
"2899"	"SOX2"	1
"2900"	"SOX4"	1
"2901"	"SOX7"	1
"2902"	"SOX9"	1
"2903"	"SP3"	1
"2904"	"SP4"	1
"2905"	"SPANXC"	1
"2906"	"SPCS1"	1
"2907"	"SPN"	1
"2908"	"SPP1"	1
"2909"	"SPRED1"	1
"2910"	"SPRED2"	1
"2911"	"SPRY1"	1
"2912"	"SPRY2"	1
"2913"	"SRC"	1
"2914"	"SREBF2"	1
"2915"	"SRF"	1
"2916"	"SRSF1"	1
"2917"	"SRSF4"	1
"2918"	"ST3GAL4"	1
"2919"	"ST6GAL1"	1
